idx,batch,type,class,priority,english,garo,confidence,discrepancy_codes,discrepancy_detail,nv_refs,rule_refs,owner_directive,native_cited
1693,4,PHRASE,A,P2,seventeen river,chi sni chik·gni,superseded,D2;D8,6 distinct English glosses under Garo form 'chi sni chik·gni' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1694,4,PHRASE,A,P2,seventeen rivers,chi sni chik·gni,superseded,D2;D8,6 distinct English glosses under Garo form 'chi sni chik·gni' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1695,4,PHRASE,A,P2,seventeen mountain,chi sni nok·gni,superseded,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'seventeen mountain' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1696,4,PHRASE,A,P2,seventeen village,chi sni rim·gni,superseded,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'seventeen village' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1697,4,PHRASE,A,P2,eighteen person,chi chet mande·gni,superseded,D5;D1;D2;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen person' | 2 distinct English glosses under Garo form 'chi chet mande·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1698,4,PHRASE,A,P2,eighteen persons,chi chet mande·gni,superseded,D2;D8,2 distinct English glosses under Garo form 'chi chet mande·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1699,4,PHRASE,A,P2,eighteen dog,chi chet mang·gni,superseded,D5;D1;D2;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen dog' | 4 distinct English glosses under Garo form 'chi chet mang·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1700,4,PHRASE,A,P2,eighteen cat,chi chet mang·gni,superseded,D5;D1;D2;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen cat' | 4 distinct English glosses under Garo form 'chi chet mang·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1701,4,PHRASE,A,P2,eighteen bird,chi chet mang·gni,superseded,D5;D1;D2;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen bird' | 4 distinct English glosses under Garo form 'chi chet mang·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1702,4,PHRASE,A,P2,eighteen fish,chi chet mang·gni,superseded,D5;D1;D2;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen fish' | 4 distinct English glosses under Garo form 'chi chet mang·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1703,4,PHRASE,A,P2,eighteen teacher,chi chet skigipa·gni,superseded,D5;D1;D2;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen teacher' | 2 distinct English glosses under Garo form 'chi chet skigipa·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1704,4,PHRASE,A,P2,eighteen teachers,chi chet skigipa·gni,superseded,D2;D8,2 distinct English glosses under Garo form 'chi chet skigipa·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1705,4,PHRASE,A,P2,eighteen student,chi chet chik·gni,superseded,D5;D1;D2;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen student' | 6 distinct English glosses under Garo form 'chi chet chik·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1706,4,PHRASE,A,P2,eighteen students,chi chet chik·gni,superseded,D2;D8,6 distinct English glosses under Garo form 'chi chet chik·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1707,4,PHRASE,A,P2,eighteen house,chi chet rang·gni,superseded,D2;D8,2 distinct English glosses under Garo form 'chi chet rang·gni' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1708,4,PHRASE,A,P2,eighteen tree,chi chet rang·gni,superseded,D5;D1;D2;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen tree' | 2 distinct English glosses under Garo form 'chi chet rang·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1709,4,PHRASE,A,P2,eighteen book,chi chet kitab·gni,superseded,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen book' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1710,4,PHRASE,A,P2,eighteen car,chi chet mot·gni,superseded,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen car' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1711,4,PHRASE,A,P2,eighteen apple,chi chet se·gni,superseded,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen apple' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1712,4,PHRASE,A,P2,eighteen banana,chi chet sobo·gni,superseded,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen banana' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1713,4,PHRASE,A,P2,eighteen rice,chi chet chak·gni,superseded,D2;D8,2 distinct English glosses under Garo form 'chi chet chak·gni' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1714,4,PHRASE,A,P2,eighteen water,chi chet chik·gni,superseded,D2;D8,6 distinct English glosses under Garo form 'chi chet chik·gni' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1715,4,PHRASE,A,P2,eighteen waters,chi chet chik·gni,superseded,D2;D8,6 distinct English glosses under Garo form 'chi chet chik·gni' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1716,4,PHRASE,A,P2,eighteen food,chi chet chak·gni,superseded,D2;D8,2 distinct English glosses under Garo form 'chi chet chak·gni' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1717,4,PHRASE,A,P2,eighteen road,chi chet lam·gni,superseded,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen road' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1718,4,PHRASE,A,P2,eighteen river,chi chet chik·gni,superseded,D2;D8,6 distinct English glosses under Garo form 'chi chet chik·gni' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1719,4,PHRASE,A,P2,eighteen rivers,chi chet chik·gni,superseded,D2;D8,6 distinct English glosses under Garo form 'chi chet chik·gni' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1720,4,PHRASE,A,P2,eighteen mountain,chi chet nok·gni,superseded,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen mountain' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1721,4,PHRASE,A,P2,eighteen village,chi chet rim·gni,superseded,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eighteen village' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1722,4,PHRASE,A,P2,nineteen person,chi sku mande·gni,superseded,D5;D1;D2;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen person' | 2 distinct English glosses under Garo form 'chi sku mande·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1723,4,PHRASE,A,P2,nineteen persons,chi sku mande·gni,superseded,D2;D8,2 distinct English glosses under Garo form 'chi sku mande·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1724,4,PHRASE,A,P2,nineteen dog,chi sku mang·gni,superseded,D5;D1;D2;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen dog' | 4 distinct English glosses under Garo form 'chi sku mang·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1725,4,PHRASE,A,P2,nineteen cat,chi sku mang·gni,superseded,D5;D1;D2;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen cat' | 4 distinct English glosses under Garo form 'chi sku mang·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1726,4,PHRASE,A,P2,nineteen bird,chi sku mang·gni,superseded,D5;D1;D2;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen bird' | 4 distinct English glosses under Garo form 'chi sku mang·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1727,4,PHRASE,A,P2,nineteen fish,chi sku mang·gni,superseded,D5;D1;D2;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen fish' | 4 distinct English glosses under Garo form 'chi sku mang·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1728,4,PHRASE,A,P2,nineteen teacher,chi sku skigipa·gni,superseded,D5;D1;D2;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen teacher' | 2 distinct English glosses under Garo form 'chi sku skigipa·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1729,4,PHRASE,A,P2,nineteen teachers,chi sku skigipa·gni,superseded,D2;D8,2 distinct English glosses under Garo form 'chi sku skigipa·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1730,4,PHRASE,A,P2,nineteen student,chi sku chik·gni,superseded,D5;D1;D2;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen student' | 6 distinct English glosses under Garo form 'chi sku chik·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1731,4,PHRASE,A,P2,nineteen students,chi sku chik·gni,superseded,D2;D8,6 distinct English glosses under Garo form 'chi sku chik·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1732,4,PHRASE,A,P2,nineteen house,chi sku rang·gni,superseded,D2;D8,2 distinct English glosses under Garo form 'chi sku rang·gni' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1733,4,PHRASE,A,P2,nineteen tree,chi sku rang·gni,superseded,D5;D1;D2;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen tree' | 2 distinct English glosses under Garo form 'chi sku rang·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1734,4,PHRASE,A,P2,nineteen book,chi sku kitab·gni,superseded,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen book' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1735,4,PHRASE,A,P2,nineteen car,chi sku mot·gni,superseded,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen car' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1736,4,PHRASE,A,P2,nineteen apple,chi sku se·gni,superseded,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen apple' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1737,4,PHRASE,A,P2,nineteen banana,chi sku sobo·gni,superseded,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen banana' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1738,4,PHRASE,A,P2,nineteen rice,chi sku chak·gni,superseded,D2;D8,2 distinct English glosses under Garo form 'chi sku chak·gni' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1739,4,PHRASE,A,P2,nineteen water,chi sku chik·gni,superseded,D2;D8,6 distinct English glosses under Garo form 'chi sku chik·gni' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1740,4,PHRASE,A,P2,nineteen waters,chi sku chik·gni,superseded,D2;D8,6 distinct English glosses under Garo form 'chi sku chik·gni' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1741,4,PHRASE,A,P2,nineteen food,chi sku chak·gni,superseded,D2;D8,2 distinct English glosses under Garo form 'chi sku chak·gni' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1742,4,PHRASE,A,P2,nineteen road,chi sku lam·gni,superseded,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen road' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1743,4,PHRASE,A,P2,nineteen river,chi sku chik·gni,superseded,D2;D8,6 distinct English glosses under Garo form 'chi sku chik·gni' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1744,4,PHRASE,A,P2,nineteen rivers,chi sku chik·gni,superseded,D2;D8,6 distinct English glosses under Garo form 'chi sku chik·gni' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1745,4,PHRASE,A,P2,nineteen mountain,chi sku nok·gni,superseded,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen mountain' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1746,4,PHRASE,A,P2,nineteen village,chi sku rim·gni,superseded,D5;D1;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nineteen village' | notes explicitly flag an unresolved tension/contradiction,,,False,True
1747,4,PHRASE,A,P2,twenty person,chi chi mande·gni,superseded,D5;D1;D2;D8,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'twenty person' | 2 distinct English glosses under Garo form 'chi chi mande·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
1748,4,PHRASE,A,P2,twenty persons,chi chi mande·gni,superseded,D2;D8,2 distinct English glosses under Garo form 'chi chi mande·gni' | notes explicitly flag an unresolved tension/contradiction,NV-071,,False,False
