cluster_id,normalized_english,row_index,english,garo,confidence,category,pos,classifier,duplicate_kind,notes
"134","clothes","2645","Clothes","gan·ding·chin·ding","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'clothes' is 'ba·ra'. Retained per citation discipline, not deleted."
"135","soap","291","soap","Sabon","superseded","home","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'soap' has VERIFIED/HIGH form(s) ['sa·ban']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"135","soap","3052","Soap","sa·ban","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"136","mirror","292","mirror","Janera","unverified","general","","","multiple-Garo candidate group","PROMOTED 2026-09-23 (Claude A) from superseded to unverified, at Project Owner's direct request this session: 'ai·na' stays the shipped VERIFIED/HIGH primary, but 'Janera' should now surface as a bracketed alternate alongside it. (prepare-data.js's compiler treats any note beginning with the literal word 'superseded' as authoritative regardless of the confidence field — a deliberate anti-metadata-drift guard, docs/CLAUDE_B_SESSION_MIGRATION_20260829B.md — so this note is rewritten, not just re-tagged, to actually take effect.) History: originally imported as a legacy unannotated entry, superseded by corpus-internal audit 2026-08-01 (Claude A) in favor of the already-VERIFIED/HIGH 'ai·na' (idx 2863) — retained per citation discipline, not deleted. Corroborated 2026-09-23 (Claude A, Project Owner direct re-confirmation this session, print dictionary page 92): spelling confirmed as 'Janera' (an earlier same-session message read 'janara', a typo). Project Owner further clarified 'ai·na' is a synonym, a modern (loanword) word — raising the possibility 'Janera' is the older/traditional Garo term, though this wasn't stated explicitly; no change to which value ships as primary, only to whether 'Janera' can surface as an alternate."
"136","mirror","2863","Mirror","ai·na","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH NOTED 2026-09-23 (Claude A, Project Owner direct clarification this session): 'ai·na' is a synonym, a modern (loanword) word — not necessarily the sole/traditional term."
"137","comb","293","comb","Ken·chong","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-17 (Thangseng relay, pickPrimary consolidated batch, NV-080)."
"137","comb","2649","Comb","ken·a","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'comb' is 'Ken·chong'. Retained per citation discipline, not deleted."
"137","comb","2650","Comb","sam·pil","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'comb' is 'Ken·chong'. Retained per citation discipline, not deleted."
"138","lamp","294","lamp","Chakki","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'lamp' has VERIFIED/HIGH form(s) ['bat·i']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"138","lamp","2823","Lamp","bat·i","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"139","key","295","key","Chabi","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'key' has VERIFIED/HIGH form(s) ['cha·bi']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"139","key","2814","Key","cha·bi","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"140","bag","296","bag","Thola","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'bag' has VERIFIED/HIGH form(s) ['Jol·a', 'bek']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"140","bag","2568","Bag","Jol·a","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH v:Thola / bek"
"140","bag","2569","Bag","bek","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"141","book","297","book","Ki·tap","verified_high","education","","","multiple-Garo candidate group","RECONFIRMED — direct native correction, 2026-08-08 (Project Owner relay, Thangseng direct, from 'the book is on the table' = 'Ki.tap tebilo ong.a'): overrides prior 2026-08-01 corpus-internal-audit SUPERSEDED call. 'Ki·tap' confirmed final for 'book'. See NV-069."
"141","book","2595","Book","boi","superseded","education","","","multiple-Garo candidate group","SUPERSEDED — direct native correction, 2026-08-08: native confirmed 'book'='Ki·tap' (see that entry), overriding this entry's prior variant/VERIFIED/HIGH tag from the 2026-08-01 corpus-internal audit. Retained per citation discipline, not deleted. See NV-069."
"142","axe","298","axe","Rua (⚠ verb: to pour)","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'axe' has VERIFIED/HIGH form(s) [""Rua (⚠ also means 'to pour' as verb)"", 'ru·a']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"142","axe","2565","Axe","Rua","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH v:Rua (⚠ verb: to pour) / ru-a | garo-field cleanup 2026-09-07 (Claude A): stripped inline (also means to pour) parenthetical into notes only; pickPrimary should prefer clean duplicate idx 3131 (ru·a)"
"142","axe","2566","Axe","ru·a","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"143","morning","301","morning","Pring","superseded","greetings","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'morning' has VERIFIED/HIGH form(s) ['wal·ni']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"143","morning","2874","Morning","wal·ni","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"144","noon","302","noon","Sal·jatchi","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'noon' has VERIFIED/HIGH form(s) ['Saljatchi', 'sal·jat·chi']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"144","noon","2889","Noon","Saljatchi","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH v:Sal-jatchi / sal-jat-chi"
"144","noon","2890","Noon","sal·jat·chi","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"145","evening","303","evening","Attam","superseded","greetings","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'evening' has VERIFIED/HIGH form(s) ['an·tam']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"145","evening","2718","Evening","an·tam","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"146","today","304","today","Da·alo","superseded","time","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'today' has VERIFIED/HIGH form(s) ['Da.alo', 'Da·al']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"146","today","3135","Today","Da.alo","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH v:Da·al / Da·alo"
"146","today","3136","Today","Da·al","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"147","yesterday","305","yesterday","Meja","superseded","time","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'yesterday' has VERIFIED/HIGH form(s) ['Mejal', 'me·ja·o']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"147","yesterday","3196","Yesterday","Mejal","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH v:Meja / me-ja-o | SEMANTIC CLARIFICATION (NV-107, 2026-09-02, Thangseng direct confirmation via Project Owner relay): this word is not limited to the calendar day before today. Thangseng: ""Mejao refers to a specific time, not so long ago in the past. But it is specific only in the sense that it refers to a particular time that the speaker and hearer may both know about. It can be a week ago or two weeks ago."" Native example: `Mejao anga nang'chi re'angachim.` = ""I had gone to you (or visited you) recently."" This 'Yesterday' gloss/translation remains correct for literal yesterday-referring sentences (a valid, common instance of the underlying meaning) but should not be assumed to exclude other recent, contextually-known past times. Does not affect NV-104 (`Mijal` = yesterday, closed separately, not reopened)."
"147","yesterday","3197","Yesterday","me·ja·o","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH | SEMANTIC CLARIFICATION (NV-107, 2026-09-02, Thangseng direct confirmation via Project Owner relay): this word is not limited to the calendar day before today. Thangseng: ""Mejao refers to a specific time, not so long ago in the past. But it is specific only in the sense that it refers to a particular time that the speaker and hearer may both know about. It can be a week ago or two weeks ago."" Native example: `Mejao anga nang'chi re'angachim.` = ""I had gone to you (or visited you) recently."" This 'Yesterday' gloss/translation remains correct for literal yesterday-referring sentences (a valid, common instance of the underlying meaning) but should not be assumed to exclude other recent, contextually-known past times. Does not affect NV-104 (`Mijal` = yesterday, closed separately, not reopened)."
"148","tomorrow","306","tomorrow","Knalo","superseded","time","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'tomorrow' has VERIFIED/HIGH form(s) ['Knal']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
